order_id,order_date,channel,vendor,sku,brand,product,qty,unit_price_krw,amount_krw,is_promo
HRC-260301-001,2026-03-01,HORECA,그랜드하얏트,LUN-RU-750,룬가로티,Rubesco Rosso di Torgiano,2,44200,88400,N
HRC-260301-002,2026-03-01,HORECA,비스트로꼼므,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,12,35000,420000,N
HRC-260301-003,2026-03-01,HORECA,시그니엘호텔,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,2,46000,92000,N
HRC-260301-003,2026-03-01,HORECA,시그니엘호텔,CAL-CR-750,칼리테라,Reserva Carmenere,6,23000,138000,N
HRC-260301-004,2026-03-01,HORECA,그랜드하얏트,SPL-SP-750,산펠레그리노,Sparkling 750ml,12,3900,46800,N
HRC-260301-004,2026-03-01,HORECA,그랜드하얏트,APN-ST-750,아쿠아파나,Still 750ml,48,3500,168000,N
HRC-260301-005,2026-03-01,HORECA,리스토란테에오,CAS-RI-750,카스텔라레,Chianti Classico Riserva,2,78200,156400,N
HRC-260301-005,2026-03-01,HORECA,리스토란테에오,TOR-SA-750,토레스,Salmos,2,82800,165600,N
HRC-260301-005,2026-03-01,HORECA,리스토란테에오,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3900,93600,N
HRC-260301-006,2026-03-01,HORECA,그랜드하얏트,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,1,42200,42200,N
HRC-260301-006,2026-03-01,HORECA,그랜드하얏트,APN-ST-750,아쿠아파나,Still 750ml,24,3500,84000,N
WSH-260301-001,2026-03-01,와인샵,와인앤모어 청담,JOL-SA-750,파스칼졸리베,Sancerre Blanc,6,99000,594000,N
WSH-260301-001,2026-03-01,와인샵,와인앤모어 청담,CLK-MB-750,샤토클라크,Le Merle Blanc,12,64800,777600,N
WSH-260301-002,2026-03-01,와인샵,비노쿠스,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,1,72000,72000,N
WSH-260301-002,2026-03-01,와인샵,비노쿠스,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,N
WSH-260301-002,2026-03-01,와인샵,비노쿠스,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,12,99000,1188000,N
WSH-260301-003,2026-03-01,와인샵,와인앤모어 청담,CLK-RD-750,샤토클라크,Château Clarke Rouge,2,76500,153000,N
ONL-260301-001,2026-03-01,온라인,마켓컬리,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,6,69400,416400,N
ONL-260301-002,2026-03-01,온라인,네이버 신동와인몰,APN-ST-750,아쿠아파나,Still 750ml,12,3300,39600,N
ONL-260301-003,2026-03-01,온라인,카카오선물하기,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,1,44000,44000,N
ONL-260301-003,2026-03-01,온라인,카카오선물하기,TOR-GC-750,토레스,Gran Coronas Reserva,2,21900,43800,N
ONL-260301-003,2026-03-01,온라인,카카오선물하기,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3700,88800,N
ONL-260301-004,2026-03-01,온라인,카카오선물하기,APN-ST-750,아쿠아파나,Still 750ml,24,3300,79200,N
ONL-260301-004,2026-03-01,온라인,카카오선물하기,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,6,33400,200400,N
ONL-260301-005,2026-03-01,온라인,네이버 신동와인몰,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,1,70400,70400,N
ONL-260301-005,2026-03-01,온라인,네이버 신동와인몰,JOL-AT-750,파스칼졸리베,Attitude Sauvignon Blanc,3,68600,205800,N
HDH-260302-001,2026-03-02,백화점-현대,현대 압구정본점,CLK-RD-750,샤토클라크,Château Clarke Rouge,2,85000,170000,N
HDH-260302-001,2026-03-02,백화점-현대,현대 압구정본점,LUN-RU-750,룬가로티,Rubesco Rosso di Torgiano,2,48000,96000,N
HDH-260302-002,2026-03-02,백화점-현대,현대 판교점,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,1,45000,45000,N
HDH-260302-003,2026-03-02,백화점-현대,현대 무역센터점,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,2,34000,68000,N
HDH-260302-004,2026-03-02,백화점-현대,현대 무역센터점,TOR-GC-750,토레스,Gran Coronas Reserva,12,24900,298800,N
HDH-260302-004,2026-03-02,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,6,56000,336000,N
HDH-260302-004,2026-03-02,백화점-현대,현대 무역센터점,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,1,45000,45000,N
HDH-260302-005,2026-03-02,백화점-현대,현대 압구정본점,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,6,100000,600000,N
HDH-260302-006,2026-03-02,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,1,24900,24900,N
HDH-260302-006,2026-03-02,백화점-현대,현대 더현대서울,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,3,45000,135000,N
HDH-260302-006,2026-03-02,백화점-현대,현대 더현대서울,LUN-RU-750,룬가로티,Rubesco Rosso di Torgiano,12,48000,576000,N
GLR-260302-001,2026-03-02,백화점-갤러리아,갤러리아 광교,BOL-GA-750,볼링저,La Grande Année,12,267000,3204000,N
GLR-260302-001,2026-03-02,백화점-갤러리아,갤러리아 광교,TOK-A6-500,로얄토카이,Aszú 6 Puttonyos,6,120000,720000,N
GLR-260302-002,2026-03-02,백화점-갤러리아,갤러리아 명품관,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,2,45000,90000,N
GLR-260302-002,2026-03-02,백화점-갤러리아,갤러리아 명품관,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,6,45900,275400,N
GLR-260302-003,2026-03-02,백화점-갤러리아,갤러리아 명품관,CAL-CR-750,칼리테라,Reserva Carmenere,6,25000,150000,N
GLR-260302-003,2026-03-02,백화점-갤러리아,갤러리아 명품관,CLK-RD-750,샤토클라크,Château Clarke Rouge,2,85000,170000,N
GLR-260302-003,2026-03-02,백화점-갤러리아,갤러리아 명품관,CAL-CS-750,칼리테라,Reserva Cabernet,12,25000,300000,N
GLR-260302-004,2026-03-02,백화점-갤러리아,갤러리아 명품관,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,6,78900,473400,N
GLR-260302-004,2026-03-02,백화점-갤러리아,갤러리아 명품관,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,6,100000,600000,N
GLR-260302-005,2026-03-02,백화점-갤러리아,갤러리아 광교,CAS-RI-750,카스텔라레,Chianti Classico Riserva,1,85000,85000,N
GLR-260302-005,2026-03-02,백화점-갤러리아,갤러리아 광교,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,1,80000,80000,N
GLR-260302-005,2026-03-02,백화점-갤러리아,갤러리아 광교,TOR-MP-750,토레스,Mas La Plana,1,140000,140000,N
GLR-260302-005,2026-03-02,백화점-갤러리아,갤러리아 광교,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,1,78900,78900,N
HRC-260302-001,2026-03-02,HORECA,비스트로꼼므,CLK-MB-750,샤토클라크,Le Merle Blanc,6,66200,397200,N
HRC-260302-001,2026-03-02,HORECA,비스트로꼼므,TOR-GC-750,토레스,Gran Coronas Reserva,6,22900,137400,N
HRC-260302-002,2026-03-02,HORECA,JW메리어트,SPL-SP-750,산펠레그리노,Sparkling 750ml,12,3900,46800,N
HRC-260302-002,2026-03-02,HORECA,JW메리어트,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,1,72600,72600,N
HRC-260302-002,2026-03-02,HORECA,JW메리어트,CAL-CR-750,칼리테라,Reserva Carmenere,1,23000,23000,N
HRC-260302-003,2026-03-02,HORECA,그랜드하얏트,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,3,51500,154500,N
HRC-260302-004,2026-03-02,HORECA,비스트로꼼므,CLK-RD-750,샤토클라크,Château Clarke Rouge,3,78200,234600,N
HRC-260302-005,2026-03-02,HORECA,시그니엘호텔,CAL-CR-750,칼리테라,Reserva Carmenere,1,23000,23000,N
HRC-260302-006,2026-03-02,HORECA,시그니엘호텔,LUN-RM-750,룬가로티,Rubesco Riserva Vigna Monticchio,2,110400,220800,N
WSH-260302-001,2026-03-02,와인샵,와인앤모어 청담,APN-ST-750,아쿠아파나,Still 750ml,48,3400,163200,N
WSH-260302-001,2026-03-02,와인샵,와인앤모어 청담,BOL-RO-750,볼링저,Rosé Brut,3,225000,675000,N
WSH-260302-002,2026-03-02,와인샵,와인타임 분당,CLK-MB-750,샤토클라크,Le Merle Blanc,6,64800,388800,N
WSH-260302-002,2026-03-02,와인샵,와인타임 분당,CAL-CR-750,칼리테라,Reserva Carmenere,2,22500,45000,N
WSH-260302-002,2026-03-02,와인샵,와인타임 분당,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,N
WSH-260302-002,2026-03-02,와인샵,와인타임 분당,BUR-GE-750,뷔르클린볼프,Gerumpel P.C. Riesling,3,162000,486000,N
WSH-260302-003,2026-03-02,와인샵,보틀벙커 잠실,CAL-CR-750,칼리테라,Reserva Carmenere,12,22500,270000,N
WSH-260302-003,2026-03-02,와인샵,보틀벙커 잠실,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3800,91200,N
WSH-260302-003,2026-03-02,와인샵,보틀벙커 잠실,CAL-CS-750,칼리테라,Reserva Cabernet,2,22500,45000,N
WSH-260302-004,2026-03-02,와인샵,비노쿠스,TOR-GC-750,토레스,Gran Coronas Reserva,3,22400,67200,N
WSH-260302-004,2026-03-02,와인샵,비노쿠스,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,6,45000,270000,N
WSH-260302-005,2026-03-02,와인샵,보틀벙커 잠실,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,2,40500,81000,N
WSH-260302-005,2026-03-02,와인샵,보틀벙커 잠실,TOR-GC-750,토레스,Gran Coronas Reserva,6,22400,134400,N
WSH-260302-005,2026-03-02,와인샵,보틀벙커 잠실,MON-NC-750,로버트몬다비,Napa Valley Cabernet,1,80100,80100,N
WSH-260302-005,2026-03-02,와인샵,보틀벙커 잠실,APN-ST-750,아쿠아파나,Still 750ml,48,3400,163200,N
WSH-260302-006,2026-03-02,와인샵,비노쿠스,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,12,34200,410400,N
WSH-260302-006,2026-03-02,와인샵,비노쿠스,SPL-SP-750,산펠레그리노,Sparkling 750ml,12,3800,45600,N
ONL-260302-001,2026-03-02,온라인,네이버 신동와인몰,CAL-CS-750,칼리테라,Reserva Cabernet,3,22000,66000,N
ONL-260302-001,2026-03-02,온라인,네이버 신동와인몰,CLK-MB-750,샤토클라크,Le Merle Blanc,3,63400,190200,N
ONL-260302-001,2026-03-02,온라인,네이버 신동와인몰,CAL-CR-750,칼리테라,Reserva Carmenere,1,22000,22000,N
ONL-260302-002,2026-03-02,온라인,카카오선물하기,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,2,44000,88000,N
ONL-260302-002,2026-03-02,온라인,카카오선물하기,APN-ST-750,아쿠아파나,Still 750ml,24,3300,79200,N
ONL-260302-003,2026-03-02,온라인,네이버 신동와인몰,CAS-CC-750,카스텔라레,Chianti Classico,12,42200,506400,N
ONL-260302-004,2026-03-02,온라인,마켓컬리,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,1,88000,88000,N
ONL-260302-004,2026-03-02,온라인,마켓컬리,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,6,39600,237600,N
ONL-260302-004,2026-03-02,온라인,마켓컬리,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,3,96800,290400,N
ONL-260302-005,2026-03-02,온라인,마켓컬리,SPL-SP-750,산펠레그리노,Sparkling 750ml,12,3700,44400,N
ONL-260302-006,2026-03-02,온라인,네이버 신동와인몰,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,1,39600,39600,N
HDH-260303-001,2026-03-03,백화점-현대,현대 더현대서울,LUN-RU-750,룬가로티,Rubesco Rosso di Torgiano,1,48000,48000,N
HDH-260303-001,2026-03-03,백화점-현대,현대 더현대서울,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,2,38000,76000,N
HDH-260303-001,2026-03-03,백화점-현대,현대 더현대서울,CAS-RI-750,카스텔라레,Chianti Classico Riserva,1,85000,85000,N
HDH-260303-002,2026-03-03,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,6,56000,336000,N
HDH-260303-003,2026-03-03,백화점-현대,현대 판교점,CHA-PT-750,라샤블리지엔,Petit Chablis,12,45000,540000,N
HDH-260303-003,2026-03-03,백화점-현대,현대 판교점,CAL-CS-750,칼리테라,Reserva Cabernet,6,25000,150000,N
HDH-260303-003,2026-03-03,백화점-현대,현대 판교점,BOL-SC-750,볼링저,Special Cuvée Brut,2,186000,372000,N
HDH-260303-004,2026-03-03,백화점-현대,현대 무역센터점,CAL-CS-750,칼리테라,Reserva Cabernet,12,25000,300000,N
HDH-260303-004,2026-03-03,백화점-현대,현대 무역센터점,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,1,45000,45000,N
HDH-260303-004,2026-03-03,백화점-현대,현대 무역센터점,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,1,100000,100000,N
HDH-260303-005,2026-03-03,백화점-현대,현대 더현대서울,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,1,50000,50000,N
HDH-260303-005,2026-03-03,백화점-현대,현대 더현대서울,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,1,100000,100000,N
HDH-260303-006,2026-03-03,백화점-현대,현대 더현대서울,TOK-A6-500,로얄토카이,Aszú 6 Puttonyos,1,120000,120000,N
HDH-260303-006,2026-03-03,백화점-현대,현대 더현대서울,CAL-CS-750,칼리테라,Reserva Cabernet,3,25000,75000,N
HDH-260303-007,2026-03-03,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,2,24900,49800,N
HDH-260303-008,2026-03-03,백화점-현대,현대 더현대서울,CAL-CR-750,칼리테라,Reserva Carmenere,2,25000,50000,N
HDH-260303-008,2026-03-03,백화점-현대,현대 더현대서울,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,2,45000,90000,N
HDH-260303-008,2026-03-03,백화점-현대,현대 더현대서울,BOL-RO-750,볼링저,Rosé Brut,3,250000,750000,N
HDH-260303-009,2026-03-03,백화점-현대,현대 압구정본점,LUN-SG-750,룬가로티,San Giorgio,3,102000,306000,N
HDH-260303-009,2026-03-03,백화점-현대,현대 압구정본점,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,2,34000,68000,N
HDH-260303-009,2026-03-03,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,2,24900,49800,N
GLR-260303-001,2026-03-03,백화점-갤러리아,갤러리아 타임월드,CAS-CC-750,카스텔라레,Chianti Classico,3,48000,144000,N
GLR-260303-001,2026-03-03,백화점-갤러리아,갤러리아 타임월드,TOR-MP-750,토레스,Mas La Plana,1,140000,140000,N
GLR-260303-002,2026-03-03,백화점-갤러리아,갤러리아 타임월드,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,3,34000,102000,N
GLR-260303-003,2026-03-03,백화점-갤러리아,갤러리아 광교,TOR-GC-750,토레스,Gran Coronas Reserva,2,24900,49800,N
GLR-260303-004,2026-03-03,백화점-갤러리아,갤러리아 타임월드,JOL-AT-750,파스칼졸리베,Attitude Sauvignon Blanc,6,78000,468000,N
GLR-260303-004,2026-03-03,백화점-갤러리아,갤러리아 타임월드,TOR-GC-750,토레스,Gran Coronas Reserva,6,24900,149400,N
GLR-260303-004,2026-03-03,백화점-갤러리아,갤러리아 타임월드,TOR-GC-750,토레스,Gran Coronas Reserva,3,24900,74700,N
GLR-260303-005,2026-03-03,백화점-갤러리아,갤러리아 명품관,CLK-MB-750,샤토클라크,Le Merle Blanc,2,72000,144000,N
GLR-260303-006,2026-03-03,백화점-갤러리아,갤러리아 명품관,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,2,45900,91800,N
GLR-260303-006,2026-03-03,백화점-갤러리아,갤러리아 명품관,CAL-CR-750,칼리테라,Reserva Carmenere,1,25000,25000,N
HRC-260303-001,2026-03-03,HORECA,시그니엘호텔,TOK-A5-250,로얄토카이,Aszú 5 Puttonyos Blue Label,1,55200,55200,N
HRC-260303-002,2026-03-03,HORECA,시그니엘호텔,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,6,31300,187800,N
HRC-260303-003,2026-03-03,HORECA,리스토란테에오,CAL-CR-750,칼리테라,Reserva Carmenere,2,23000,46000,N
HRC-260303-003,2026-03-03,HORECA,리스토란테에오,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3900,93600,N
HRC-260303-004,2026-03-03,HORECA,리스토란테에오,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,2,51500,103000,N
HRC-260303-004,2026-03-03,HORECA,리스토란테에오,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,3,42200,126600,N
HRC-260303-005,2026-03-03,HORECA,그랜드하얏트,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,1,72600,72600,N
HRC-260303-005,2026-03-03,HORECA,그랜드하얏트,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,2,46000,92000,N
HRC-260303-006,2026-03-03,HORECA,리스토란테에오,CAS-RI-750,카스텔라레,Chianti Classico Riserva,1,78200,78200,N
HRC-260303-007,2026-03-03,HORECA,리스토란테에오,JOL-SA-750,파스칼졸리베,Sancerre Blanc,12,101200,1214400,N
HRC-260303-008,2026-03-03,HORECA,리스토란테에오,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,6,72600,435600,N
HRC-260303-009,2026-03-03,HORECA,시그니엘호텔,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,1,46000,46000,N
WSH-260303-001,2026-03-03,와인샵,비노쿠스,TOR-GC-750,토레스,Gran Coronas Reserva,12,22400,268800,N
WSH-260303-001,2026-03-03,와인샵,비노쿠스,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,1,45000,45000,N
WSH-260303-001,2026-03-03,와인샵,비노쿠스,CLK-RD-750,샤토클라크,Château Clarke Rouge,1,76500,76500,N
WSH-260303-002,2026-03-03,와인샵,와인앤모어 청담,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,6,34200,205200,N
WSH-260303-002,2026-03-03,와인샵,와인앤모어 청담,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,1,40500,40500,N
WSH-260303-002,2026-03-03,와인샵,와인앤모어 청담,TOK-A6-500,로얄토카이,Aszú 6 Puttonyos,2,108000,216000,N
WSH-260303-002,2026-03-03,와인샵,와인앤모어 청담,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,2,40500,81000,N
WSH-260303-003,2026-03-03,와인샵,와인앤모어 청담,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,12,99000,1188000,N
WSH-260303-003,2026-03-03,와인샵,와인앤모어 청담,APN-ST-750,아쿠아파나,Still 750ml,24,3400,81600,N
WSH-260303-004,2026-03-03,와인샵,와인앤모어 청담,LUN-SG-750,룬가로티,San Giorgio,2,91800,183600,N
WSH-260303-004,2026-03-03,와인샵,와인앤모어 청담,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,2,41300,82600,N
WSH-260303-005,2026-03-03,와인샵,와인타임 분당,CAL-CS-750,칼리테라,Reserva Cabernet,2,22500,45000,N
WSH-260303-005,2026-03-03,와인샵,와인타임 분당,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3800,91200,N
WSH-260303-006,2026-03-03,와인샵,비노쿠스,SPL-SP-750,산펠레그리노,Sparkling 750ml,48,3800,182400,N
WSH-260303-006,2026-03-03,와인샵,비노쿠스,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,2,30600,61200,N
ONL-260303-001,2026-03-03,온라인,네이버 신동와인몰,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,1,33400,33400,N
ONL-260303-001,2026-03-03,온라인,네이버 신동와인몰,JOL-AT-750,파스칼졸리베,Attitude Sauvignon Blanc,12,68600,823200,N
ONL-260303-002,2026-03-03,온라인,마켓컬리,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,1,29900,29900,N
ONL-260303-003,2026-03-03,온라인,네이버 신동와인몰,LUN-SG-750,룬가로티,San Giorgio,6,89800,538800,N
ONL-260303-003,2026-03-03,온라인,네이버 신동와인몰,SPL-SP-750,산펠레그리노,Sparkling 750ml,12,3700,44400,N
ONL-260303-003,2026-03-03,온라인,네이버 신동와인몰,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,1,40400,40400,N
ONL-260303-004,2026-03-03,온라인,네이버 신동와인몰,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,3,39600,118800,N
HDH-260304-001,2026-03-04,백화점-현대,현대 무역센터점,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,2,110000,220000,N
HDH-260304-002,2026-03-04,백화점-현대,현대 판교점,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,2,78900,157800,N
HDH-260304-003,2026-03-04,백화점-현대,현대 더현대서울,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,2,78900,157800,N
HDH-260304-004,2026-03-04,백화점-현대,현대 압구정본점,CAS-CC-750,카스텔라레,Chianti Classico,3,48000,144000,N
HDH-260304-005,2026-03-04,백화점-현대,현대 압구정본점,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,1,45000,45000,N
HDH-260304-005,2026-03-04,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,3,56000,168000,N
HDH-260304-005,2026-03-04,백화점-현대,현대 압구정본점,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,1,38000,38000,N
HDH-260304-006,2026-03-04,백화점-현대,현대 무역센터점,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,3,38000,114000,N
HDH-260304-007,2026-03-04,백화점-현대,현대 압구정본점,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,6,100000,600000,N
HDH-260304-007,2026-03-04,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,1,56000,56000,N
HDH-260304-008,2026-03-04,백화점-현대,현대 무역센터점,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,2,80000,160000,N
HDH-260304-008,2026-03-04,백화점-현대,현대 무역센터점,CHA-PT-750,라샤블리지엔,Petit Chablis,3,45000,135000,N
HDH-260304-008,2026-03-04,백화점-현대,현대 무역센터점,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,2,34000,68000,N
GLR-260304-001,2026-03-04,백화점-갤러리아,갤러리아 타임월드,CAL-CR-750,칼리테라,Reserva Carmenere,3,25000,75000,N
GLR-260304-002,2026-03-04,백화점-갤러리아,갤러리아 광교,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,3,45900,137700,N
GLR-260304-003,2026-03-04,백화점-갤러리아,갤러리아 광교,LUN-SG-750,룬가로티,San Giorgio,3,102000,306000,N
GLR-260304-003,2026-03-04,백화점-갤러리아,갤러리아 광교,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,6,45000,270000,N
GLR-260304-003,2026-03-04,백화점-갤러리아,갤러리아 광교,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,1,80000,80000,N
GLR-260304-004,2026-03-04,백화점-갤러리아,갤러리아 타임월드,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,12,45000,540000,N
GLR-260304-004,2026-03-04,백화점-갤러리아,갤러리아 타임월드,CAS-CC-750,카스텔라레,Chianti Classico,1,48000,48000,N
GLR-260304-005,2026-03-04,백화점-갤러리아,갤러리아 타임월드,BOL-SC-750,볼링저,Special Cuvée Brut,6,186000,1116000,N
GLR-260304-006,2026-03-04,백화점-갤러리아,갤러리아 광교,CAL-CR-750,칼리테라,Reserva Carmenere,1,25000,25000,N
GLR-260304-006,2026-03-04,백화점-갤러리아,갤러리아 광교,JOL-AT-750,파스칼졸리베,Attitude Sauvignon Blanc,2,78000,156000,N
GLR-260304-006,2026-03-04,백화점-갤러리아,갤러리아 광교,CAL-CR-750,칼리테라,Reserva Carmenere,6,25000,150000,N
HRC-260304-001,2026-03-04,HORECA,JW메리어트,CAL-CR-750,칼리테라,Reserva Carmenere,6,23000,138000,N
HRC-260304-001,2026-03-04,HORECA,JW메리어트,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,1,101200,101200,N
HRC-260304-002,2026-03-04,HORECA,리스토란테에오,APN-ST-750,아쿠아파나,Still 750ml,24,3500,84000,N
HRC-260304-002,2026-03-04,HORECA,리스토란테에오,TOR-GC-750,토레스,Gran Coronas Reserva,3,22900,68700,N
HRC-260304-003,2026-03-04,HORECA,리스토란테에오,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,12,46000,552000,N
